Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iceland,153.436,164.814,178.373,195.862,170.93,180.68,180.72,163.934,158.178,170.991,183.453,173.901,170.093,174.178,187.686,186.533,139.847,154.149,134.952,141.838,140.608,134.102,131.839,156.519,129.987,114.466,128.471,121.685,126.036,101.283,116.7,119.289,93.287,91.447,95.714,101.019,95.225,91.988,84.137,92.711,98.715,84.97,82.738,66.85,73.303,68.893,76.407,71.115,63.474,73.242,70.548,58.852,66.886,67.441,68.392,67.533,65.669,,
Israel,145.7426394,,,,,,,,,,155,,,,,,,,,,138,,,136.108,133.645,128.845,130.691,124.543,126.022,116.23,107.039,109.893,112.413,107.737,108.009,107.505,103.245,103.213,105.601,99.145,102.6,98.35,98.074,92.814,90.852,89.197,87.053,84.345,83.727,78.558,77.076,75.748,75.427,75.007,72.471,72.987,70.873,,
Italy,189.301,188.131,194.212,195.703,186.208,186.141,177.704,179.125,179.693,184.543,175.783,174.982,175.418,173.392,170.479,173.776,172.249,170.051,168.316,166.143,165.671,159.969,154.907,156.408,148.597,145.685,141.195,137.706,133.777,131.365,130.512,131.665,127.392,122.016,121.501,119.096,114.728,110.152,107.652,104.959,101.334,99.536,95.803,92.232,86.963,84.326,82.918,80.474,78.486,76.342,73.032,71.91,70.347,67.386,65.423,,,,
Jamaica,214.06,209.884,205.709,202.62,199.532,196.443,193.355,190.267,187.656,185.045,182.434,179.823,177.212,175.234,173.256,171.278,169.3,167.322,167.194,167.066,166.938,166.81,166.682,169.618,172.554,175.489,178.425,181.361,186.047,190.734,195.42,200.106,204.792,206.986,209.179,211.373,213.567,215.76,214.596,213.433,212.269,211.105,209.941,204.524,199.108,193.691,188.275,182.858,179.95,177.041,174.132,171.224,168.315,167.031,165.746,164.462,163.178,161.893,
Jordan,358.651,353.164,347.676,340.264,332.852,325.44,318.028,310.615,302.053,293.49,284.927,276.364,267.802,260.345,252.889,245.433,237.976,230.52,225.462,220.403,215.345,210.287,205.229,200.631,196.033,191.435,186.836,182.238,179.016,175.794,172.571,169.349,166.127,163.959,161.791,159.623,157.456,155.288,153.298,151.307,149.317,147.327,145.337,143.56,141.783,140.006,138.229,136.452,135.297,134.142,132.986,131.831,130.676,129.587,128.498,127.408,126.319,125.23,
Japan,217.175,210.859,206.528,197.719,193.235,189.995,184.507,178.89,176.1,174.513,172.84,164.029,160.033,155.632,149.903,145.823,141.667,137.264,134.457,131.425,130.287,127.606,125.385,128.523,125.391,121.918,119.497,115.448,114.159,110.542,108.765,107.227,106.424,104.73,101.16,102.308,98.603,97.405,100.596,101.601,98.25,96.573,94.94,95.768,92.565,92.566,89.021,87.078,85.281,84.319,82.722,83.161,76.891,74.932,72.352,69.979,68.466,,
Kazakhstan,394.637,388.768,382.898,377.185,371.471,365.758,360.045,354.332,350.272,346.211,342.151,338.09,334.03,332,329.969,327.939,325.909,323.878,319.683,315.488,311.293,307.098,302.903,297.628,292.353,287.078,281.803,276.528,286.436,296.344,306.252,316.16,326.068,345.086,364.104,383.121,402.139,421.156,417.535,413.914,410.293,406.672,403.05,398.515,393.979,389.443,384.907,380.371,365.581,350.791,336,321.21,306.42,303.45,300.48,297.51,294.54,291.57,
Kenya,414.522,408.19,401.857,396.647,391.437,386.228,381.018,375.808,370.021,364.233,358.446,352.658,346.87,341.4,335.929,330.458,324.988,319.517,315.087,310.657,306.227,301.797,297.367,301.976,306.586,311.195,315.805,320.415,337.919,355.424,372.928,390.433,407.938,429.322,450.706,472.091,493.475,514.86,516.58,518.3,520.021,521.741,523.461,493.216,462.97,432.725,402.479,372.234,354.166,336.098,318.03,299.962,281.894,275.96,270.025,264.091,258.157,252.222,
Kyrgyz Republic,384.463,378.482,372.5,366.797,361.094,355.391,349.687,343.984,339.855,335.726,331.597,327.468,323.338,321.319,319.3,317.281,315.262,313.243,309.224,305.205,301.186,297.168,293.149,286.447,279.745,273.043,266.341,259.639,261.763,263.887,266.011,268.135,270.259,275.764,281.268,286.772,292.276,297.78,297.774,297.769,297.763,297.758,297.752,298.745,299.738,300.73,301.723,302.716,293.085,283.454,273.822,264.191,254.56,252.738,250.916,249.094,247.273,245.451,
Cambodia,546.507,545.528,544.549,543.06,541.57,540.081,538.592,537.102,550.18,563.258,576.335,589.413,602.49,666.318,730.146,793.974,857.802,921.63,829.037,736.445,643.852,551.26,458.667,450.211,441.756,433.3,424.845,416.389,406.46,396.532,386.603,376.674,366.745,357.114,347.484,337.853,328.222,318.592,309.797,301.003,292.208,283.414,274.619,266.688,258.757,250.826,242.895,234.964,231.555,228.147,224.738,221.329,217.92,214.769,211.618,208.468,205.317,202.166,
Kiribati,415.296,409.382,403.467,398.252,393.037,387.821,382.606,377.391,371.7,366.01,360.32,354.629,348.939,346.505,344.071,341.637,339.203,336.769,335.304,333.838,332.372,330.907,329.441,326.015,322.59,319.164,315.738,312.313,307.61,302.908,298.205,293.503,288.8,284.893,280.986,277.079,273.171,269.264,266.536,263.807,261.079,258.351,255.622,254.601,253.58,252.558,251.537,250.516,249.584,248.651,247.719,246.787,245.855,243.892,241.928,239.965,238.001,236.038,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5679601,,,,,,,,,,243,,,,,,,,,,,,,,,,,,
"Korea, Rep.",403.572,399.015,394.459,389.724,384.99,380.255,375.521,370.786,365.98,361.175,356.369,351.563,346.757,342.293,337.828,333.364,328.899,324.435,318.628,312.822,307.015,301.209,295.402,287.005,278.608,270.211,261.814,253.417,246.689,239.961,233.233,226.505,219.777,212.628,205.479,198.331,191.182,184.033,175.93,167.827,159.723,151.62,143.517,137.783,132.049,126.315,120.582,114.848,111.327,107.806,104.285,100.764,97.242,94.457,91.672,88.887,86.102,83.317,
Kuwait,232.919,228.078,223.237,219.559,215.881,212.203,208.525,204.847,201.654,198.461,195.268,192.074,188.881,184.762,180.642,176.523,172.404,168.284,163.621,158.959,154.296,149.633,144.971,141.245,137.52,133.795,130.069,126.344,124.054,121.764,119.474,117.184,114.894,113.515,112.136,110.757,109.378,108,107.004,106.009,105.014,104.018,103.023,102.098,101.172,100.247,99.321,98.396,97.858,97.319,96.781,96.243,95.705,94.922,94.139,93.356,92.574,91.791,
Latin America & Caribbean (excluding high income),311.513721,306.0766281,300.6459222,297.1490233,293.6562428,290.1652299,286.6775731,283.172832,280.8077397,278.4509732,276.1033476,273.7028477,271.3190555,271.0644504,270.8033717,270.5315986,270.2349421,269.9383393,269.0161659,268.098343,267.1862095,266.2475994,265.3085664,263.6380486,261.9562575,260.2585178,258.5258679,256.7810939,254.4956759,252.2089251,249.9268405,247.6828027,245.4226818,241.4367288,237.4731471,233.5352265,229.5910893,225.6730801,222.6185537,219.5539751,216.4720297,213.3669639,210.2581479,207.3505256,204.4406427,201.5301683,198.6124765,195.6889956,193.2070242,190.7238024,188.2476838,185.7637294,183.2818178,181.1647003,179.0427393,176.9138629,174.7807123,172.6405797,
Lao PDR,481.469,477.511,473.552,469.636,465.72,461.804,457.888,453.972,450.15,446.328,442.506,438.685,434.863,431.564,428.265,424.966,421.667,418.368,415.088,411.808,408.528,405.248,401.968,396.329,390.69,385.051,379.412,373.773,368.635,363.497,358.36,353.222,348.084,342.007,335.93,329.853,323.776,317.699,311.278,304.858,298.437,292.016,285.595,279.16,272.725,266.29,259.855,253.419,248.56,243.7,238.84,233.98,229.121,225.301,221.481,217.661,213.841,210.021,
Lebanon,254.458,250.945,247.433,244.365,241.297,238.228,235.16,232.092,229.12,226.148,223.177,220.205,217.233,215.133,213.034,210.935,208.835,206.736,204.793,202.85,200.907,198.964,197.021,193.978,190.935,187.892,184.848,181.805,177.553,173.301,169.049,164.797,160.545,155.244,149.944,144.643,139.342,134.042,128.876,123.711,118.546,113.38,108.215,103.788,99.362,94.935,90.509,86.082,83.83,81.577,79.325,77.073,74.82,73.288,71.755,70.223,68.69,67.158,
Liberia,564.687,560.041,555.396,547.234,539.072,530.909,522.747,514.585,506.551,498.517,490.482,482.448,474.414,462.264,450.115,437.965,425.815,413.665,406.579,399.492,392.405,385.318,378.231,375.887,373.543,371.198,368.854,366.51,365.739,364.969,364.198,363.428,362.657,346.818,330.979,315.14,299.301,283.463,299.792,316.121,332.45,348.78,365.109,352.305,339.501,326.697,313.893,301.089,296.272,291.454,286.636,281.819,277.001,271.507,266.013,260.52,255.026,249.532,
Libya,418.463,405.003,391.543,380.612,369.681,358.75,347.819,336.888,328.458,320.027,311.597,303.166,294.736,286.953,279.169,271.386,263.603,255.82,249.58,243.34,237.1,230.86,224.62,220.31,215.999,211.689,207.379,203.068,198.788,194.509,190.229,185.949,181.67,179.638,177.606,175.574,173.542,171.51,170.484,169.459,168.434,167.408,166.383,165.351,164.319,163.287,162.255,161.224,164.17,167.116,170.062,173.008,175.954,174.74,173.525,172.311,171.096,169.882,
St. Lucia,318.615,317.493,316.371,315.761,315.151,314.541,313.931,313.322,306.871,300.42,293.97,287.519,281.068,275.314,269.56,263.806,258.053,252.299,246.568,240.838,235.108,229.378,223.647,220.728,217.809,214.89,211.97,209.051,205.949,202.846,199.744,196.641,193.538,197.088,200.638,204.187,207.737,211.287,208.432,205.578,202.724,199.869,197.015,193.65,190.285,186.92,183.556,180.191,178.323,176.455,174.587,172.719,170.852,168.895,166.939,164.983,163.027,161.07,
Latin America & Caribbean,309.8509674,304.6463495,299.4458546,296.0728097,292.708423,289.3477556,285.9916959,282.6184137,280.2149831,277.8201608,275.4339134,272.9919206,270.5673985,270.0531951,269.5353854,269.0105065,268.4682861,267.9293303,266.8402986,265.757144,264.6795102,263.5758289,262.474098,260.6697052,258.8552943,257.0263378,255.1656441,253.294641,250.9901412,248.6827582,246.3770349,244.1067187,241.8178987,237.9275436,234.0584275,230.2144048,226.36182,222.5350519,219.5010827,216.4572967,213.3959874,210.3122053,207.2243767,204.3791648,201.5313543,198.682986,195.8290531,192.9693329,190.5152014,188.0597251,185.6100945,183.1570043,180.7049396,178.5974818,176.4843803,174.3628598,172.2331194,170.0966413,
Least developed countries: UN classification,458.4199889,453.4775151,448.4851022,442.8896943,437.3611011,431.9181535,426.3625681,420.8860975,417.1019229,413.4173163,409.8208128,406.333984,402.9826928,400.2279195,397.4009862,394.3974361,390.9383398,387.1371216,381.56872,376.1693035,370.968657,365.9722417,360.9926487,358.4158992,355.9194997,353.5172613,351.078752,348.7615124,348.898365,349.1123818,349.3312391,349.3835669,349.2914132,347.8541437,346.538291,345.3371497,344.1219964,342.9767551,339.5805836,336.256731,333.0006663,329.7565452,326.5797754,319.2473544,311.963026,304.7193728,297.5257078,290.3496599,284.6196222,278.8689054,273.0762898,267.119693,261.1325296,256.8770015,252.6089983,248.3260344,244.0139982,239.6817596,
Low income,497.8517625,493.1645877,488.4371675,482.5343811,476.6506795,470.8296366,464.8673949,459.0463208,453.4349613,447.8243931,442.1539041,436.4734771,430.6923397,425.5063748,420.3743665,415.344678,410.2981299,405.3244623,401.6794276,397.9825169,394.2090961,390.1940569,386.2274662,383.4254817,380.6866284,378.0186912,375.4379278,372.9083511,373.9888964,375.2255424,376.541794,377.5182042,378.3066626,379.233428,380.2709371,381.4156696,382.5974166,383.8362946,379.8393635,375.9296251,372.0776395,368.2437557,364.4548752,355.4413226,346.4236736,337.4019112,328.2716439,319.1616908,313.1933471,307.3163944,301.4768578,295.5476815,289.4520754,283.7938691,278.1279494,272.4518998,266.7612432,261.0511286,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,290.761,289.083,287.405,281.613,275.821,270.029,264.237,258.445,255.062,251.679,248.295,244.912,241.529,238.761,235.993,233.225,230.457,227.69,226.481,225.273,224.065,222.856,221.648,231.448,241.249,251.049,260.849,270.649,266.741,262.833,258.924,255.016,251.107,257.794,264.48,271.167,277.854,284.54,271.291,258.041,244.792,231.542,218.293,214.13,209.967,205.804,201.641,197.478,199.01,200.543,202.075,203.608,205.14,202.769,200.398,198.027,195.656,193.284,
Lower middle income,414.9881856,407.3665176,399.7846912,391.8869858,383.8938645,376.7472707,369.1782653,361.9209101,356.2382186,350.9026432,345.2372485,339.4693524,333.6083212,328.2165449,322.9956166,318.1277423,312.5058957,307.3901505,304.0234845,300.7027461,297.3010077,293.8018879,290.2087651,288.3917343,286.8971123,284.5110186,281.6519521,280.2239567,278.134012,276.6245612,274.9771932,273.5743651,272.1644104,270.9373733,269.9255251,269.2129395,267.3981955,265.2784423,263.1806147,261.9784726,260.8066496,259.1731887,257.7542066,254.6166207,251.7203265,248.8006923,245.2982446,242.4193895,239.7041438,236.0383755,233.0162691,230.2006303,227.6295152,225.4003424,222.0949459,219.9326178,217.7665991,215.6073895,
Low & middle income,421.02297,415.3986664,410.1220517,394.7762693,379.225853,365.0818494,350.4674797,336.0665781,328.5607725,321.4873486,313.7161008,305.7919492,297.6913403,291.9278477,286.500568,281.6576044,276.0422534,270.8463186,268.907777,267.2074558,265.2316675,262.6448721,259.9066564,257.0600957,254.7256449,250.476205,245.1767682,242.5365113,241.3561991,240.9477437,240.2781776,239.5548245,240.030706,241.9671187,242.6531553,241.3454037,238.7333124,236.3068602,233.2899686,231.9180976,230.2315386,227.7954523,225.4486445,222.7511955,219.7181831,217.0381206,213.0293185,209.6538246,206.9138724,203.3019961,200.5382882,197.4825254,194.5603904,192.3666926,189.6868853,184.5115143,182.6150404,180.6398048,
Lesotho,443.057,436.775,430.492,428.935,427.377,425.82,424.262,422.704,419.821,416.938,414.055,411.172,408.289,402.884,397.478,392.072,386.667,381.261,374.523,367.784,361.045,354.307,347.568,343.032,338.497,333.961,329.425,324.889,323.167,321.444,319.722,317.999,316.277,350.265,384.253,418.241,452.229,486.216,520.722,555.227,589.732,624.238,658.743,647.894,637.044,626.195,615.346,604.497,599.276,594.056,588.836,583.615,578.395,572.432,566.47,560.508,554.546,548.584,
Late-demographic dividend,420.6335278,416.8984992,413.7476898,389.7910916,365.2949809,343.2622157,320.6344322,298.3574613,289.5293601,281.3389404,271.7428276,262.1457557,251.7091219,244.5112241,237.3985047,231.5287446,224.8541388,218.3962146,216.5199793,214.7906396,213.0184014,209.4645875,205.8962481,203.4280419,201.5339874,196.406475,189.4166691,186.592332,186.398363,187.4490753,188.0221819,188.3015411,190.7977695,195.4271906,197.523996,194.8230943,190.3979319,186.735053,181.6229578,179.4066263,176.2714304,171.9389791,167.7206614,165.7719953,162.8800432,160.6430552,155.9720047,152.090058,149.6096284,146.0052559,143.6430261,140.4704285,137.5797983,135.3393473,133.7051779,120.3876976,118.9008703,116.7341508,
Lithuania,218.005,216.1,228.488,217.944,201.364,206.014,213.234,221.833,228.804,237.487,251.242,246.676,251.958,249.018,258.848,263.973,269.733,272.601,278.407,287.507,293.607,292.531,291.409,292.402,301.707,286.043,247.22,255.974,255.817,276.588,287.642,309.779,316.975,361.318,380.859,372.327,340.571,314.156,306.281,296.759,292.937,311.081,304.387,304.451,307.592,331.463,342.046,355.576,326.454,286.847,284.275,272.305,266.341,265.849,250.161,245.418,242.472,212.885,
Luxembourg,210.587,212.821,226.097,217.834,236.788,228.225,233.799,219.451,219.518,228.228,236.303,225.368,220.554,213.889,223.327,230.028,218.281,210.04,208.364,196.372,180.124,190.697,204.352,169.732,196.499,175.534,174.454,179.132,171.018,163.423,152.45,167.199,156.659,148.17,150.464,153.442,141.555,129.733,141.474,124.081,127.293,117.736,128.774,121.98,115.72,103.673,112.351,100.688,88.089,92.15,94.074,83.693,89.532,80.788,79.192,,,,
Latvia,229.75,234.306,236.175,233.178,217.249,232.875,230.76,240.128,262.817,270.013,258.482,268.107,279.094,279.424,288.789,303.838,300.022,301.061,308.96,317.985,318.95,326.567,310.16,317.007,315.81,300.653,261.735,262.386,269.21,291.353,309.934,326.508,354.489,417.217,469.729,439.516,362.426,338.96,353.204,338.192,329.836,339.775,332.094,313.476,309.232,325.304,335.496,323.614,290.728,268.979,263.085,247.424,243.192,242.15,241.36,234.554,229.587,228.584,
"Macao SAR, China",238.588,233.98,229.373,225.136,220.9,216.664,212.427,208.191,202.598,197.005,191.412,185.819,180.226,175.239,170.251,165.263,160.275,155.287,151.736,148.185,144.633,141.082,137.53,134.084,130.638,127.191,123.745,120.299,117.964,115.628,113.293,110.957,108.622,105.406,102.19,98.974,95.758,92.542,90.727,88.912,87.097,85.282,83.468,81.826,80.185,78.544,76.903,75.262,73.067,70.872,68.677,66.482,64.287,63.243,62.199,61.155,60.112,59.068,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,354.75,350.128,345.506,342.438,339.369,336.301,333.232,330.164,327.417,324.669,321.922,319.175,316.428,312.954,309.48,306.006,302.532,299.058,292.946,286.835,280.724,274.612,268.501,261.675,254.85,248.024,241.198,234.372,229.626,224.879,220.133,215.386,210.64,207.545,204.451,201.357,198.263,195.169,187.756,180.342,172.929,165.516,158.102,147.774,137.446,127.118,116.79,106.462,101.002,95.541,90.081,84.62,79.16,78.038,76.916,75.794,74.672,73.55,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,332.225,327.393,322.561,322.403,322.245,322.087,321.93,321.772,319.505,317.237,314.97,312.703,310.435,310.435,310.435,310.435,310.435,310.435,313.171,315.906,318.641,321.377,324.112,315.121,306.13,297.139,288.148,279.157,282.775,286.393,290.011,293.629,297.246,303.939,310.631,317.324,324.016,330.708,328.187,325.665,323.143,320.621,318.099,315.979,313.859,311.74,309.62,307.5,296.065,284.63,273.194,261.759,250.324,248.102,245.881,243.659,241.438,239.217,
Madagascar,472.306,466.778,461.25,455.945,450.639,445.334,440.028,434.723,429.155,423.587,418.02,412.452,406.884,402.931,398.978,395.024,391.071,387.118,385.851,384.584,383.317,382.05,380.783,380.391,379.999,379.607,379.215,378.823,372.92,367.017,361.113,355.21,349.307,342.02,334.733,327.447,320.16,312.874,308.552,304.23,299.908,295.586,291.264,289.619,287.973,286.328,284.683,283.038,277.854,272.671,267.488,262.304,257.121,252.606,248.09,243.575,239.059,234.544,
Maldives,414.397,408.991,403.585,398.472,393.359,388.246,383.133,378.02,373.184,368.348,363.512,358.676,353.84,348.825,343.81,338.794,333.779,328.764,315.729,302.695,289.66,276.626,263.591,257.159,250.726,244.294,237.861,231.428,222.524,213.619,204.715,195.811,186.906,181.5,176.094,170.687,165.281,159.875,154.092,148.309,142.526,136.743,130.96,123.075,115.19,107.305,99.42,91.534,90.696,89.857,89.019,88.18,87.341,84.962,82.583,80.203,77.824,75.445,
Middle East & North Africa,347.2104596,347.9087479,343.9424551,339.768218,335.5963077,331.4584727,327.3568332,323.3015926,319.054848,314.8067752,306.6705891,306.2533904,301.9439998,297.1917396,292.4500473,287.7211944,283.0452409,278.3633235,289.2222451,300.0545727,306.9584865,321.2494989,331.4692555,312.8127308,298.5071362,284.2295137,270.1204439,255.9483873,245.2847865,234.4347167,223.4236408,212.8680462,203.3723388,199.8987808,196.5393754,192.4913403,189.0439632,185.6637036,183.1124124,180.3951474,177.8904558,175.1426261,172.4770086,170.2825085,168.1086472,165.8697032,163.4300947,160.9173551,157.2548727,153.6701357,150.291818,146.8651049,143.3353496,141.2422849,139.2003207,137.3188568,135.5008445,134.9426119,
Mexico,315.458,309.901,304.344,302.14,299.935,297.73,295.526,293.321,291.666,290.011,288.356,286.701,285.046,283.946,282.847,281.747,280.647,279.547,275.869,272.191,268.513,264.835,261.157,254.954,248.751,242.548,236.346,230.143,224.159,218.175,212.191,206.207,200.223,194.468,188.713,182.957,177.202,171.447,169.663,167.879,166.094,164.31,162.526,161.05,159.574,158.098,156.622,155.145,153.605,152.064,150.524,148.983,147.443,145.608,143.773,141.938,140.103,138.268,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,
Middle income,415.6329687,409.8954703,404.5418432,388.5018038,372.2433475,357.5059581,342.2847348,327.3061674,319.7146278,312.5784665,304.6796838,296.6395798,288.3895344,282.5812381,277.1253909,272.2894461,266.641413,261.4382885,259.6328506,258.0871762,256.2477867,253.7973768,251.1754231,248.3450917,246.0431725,241.6779596,236.1936358,233.5343286,232.1692788,231.5998693,230.7322475,229.7930606,230.1408528,232.0387147,232.584345,230.9784959,228.0218705,225.2448499,222.2159013,220.9476338,219.3354106,216.9073542,214.56614,212.2563347,209.586678,207.2999144,203.5892396,200.564172,197.9681174,194.417944,191.7843465,188.8423274,186.0723404,184.0566358,181.4423741,175.9399456,174.2581126,172.4806594,
North Macedonia,235.094,228.435,221.777,216.046,210.316,204.585,198.854,193.123,189.207,185.29,181.374,177.457,173.541,171.842,170.144,168.445,166.747,165.048,166.358,167.668,168.978,170.288,171.598,168.617,165.637,162.656,159.675,156.695,158.079,159.463,160.847,162.231,163.616,163.153,162.691,162.229,161.767,161.305,160.843,160.381,159.919,159.457,158.996,156.519,154.043,151.566,149.09,146.613,143.663,140.713,137.762,134.812,131.862,130.061,128.259,126.458,124.657,122.856,
Mali,621.754,620.742,619.729,611.16,602.59,594.02,585.451,576.881,566.017,555.153,544.289,533.425,522.561,511.477,500.394,489.311,478.227,467.144,455.854,444.564,433.274,421.984,410.694,400.498,390.302,380.105,369.909,359.712,355.611,351.51,347.409,343.308,339.207,341.887,344.566,347.246,349.926,352.605,347.627,342.649,337.671,332.693,327.715,322.345,316.975,311.605,306.235,300.865,299.132,297.399,295.666,293.933,292.2,287.175,282.149,277.124,272.099,267.074,
Malta,183.276,180.057,176.837,173.871,170.905,167.94,164.974,162.008,159.281,156.553,153.826,151.098,148.37,145.865,143.36,140.855,138.35,135.845,133.546,131.248,128.95,126.652,124.354,122.248,120.142,118.036,115.929,113.823,111.895,109.967,108.038,106.11,104.182,102.418,100.653,98.889,97.125,95.361,93.748,92.135,90.522,88.909,87.296,85.823,84.349,82.875,81.401,79.927,78.581,77.235,75.889,74.543,73.197,71.747,70.297,68.847,67.396,65.946,
Myanmar,500.005,492.582,485.159,471.972,458.785,445.599,432.412,419.225,414.08,408.936,403.791,398.647,393.503,388.682,383.862,379.041,374.221,369.401,364.79,360.18,355.57,350.959,346.349,341.927,337.505,333.083,328.661,324.239,320.002,315.765,311.528,307.291,303.055,299.116,295.177,291.238,287.299,283.36,279.365,275.369,271.373,267.378,263.382,260.387,257.391,254.395,251.399,248.403,245.024,241.645,238.266,234.887,231.508,229.977,228.447,226.917,225.386,223.856,
Middle East & North Africa (excluding high income),350.6657028,346.8626672,342.9741462,338.927791,334.8894198,330.8883202,326.9085003,322.9797019,319.0240743,315.0708268,311.1140443,307.1662945,303.2188767,298.8641129,294.5497281,290.2815984,286.1318908,282.0145196,294.8329406,307.7575678,320.7569248,333.5139448,346.1839099,330.8030339,315.4698623,300.1951882,284.865901,269.6189615,258.0492565,246.4299299,234.459217,222.8125952,211.2260268,207.9316541,204.6424606,201.3545699,198.0484469,194.7440737,192.1962095,189.6648517,187.1523361,184.6457743,182.1492557,180.1641109,178.2125308,176.2894304,174.3615062,172.4511364,169.0379252,165.7209691,162.4170968,158.9036716,155.1328516,152.9828572,150.8965615,148.9223499,147.0779686,145.3341715,
Montenegro,220.797,216.925,213.053,211.687,210.321,208.955,207.589,206.223,204.673,203.123,201.573,200.023,198.473,197.394,196.316,195.237,194.158,193.08,188.402,183.725,179.048,174.371,169.694,169.094,168.495,167.895,167.296,166.696,166.109,165.521,164.934,164.347,163.759,166.9,170.041,173.182,176.323,179.464,179.464,179.464,179.464,179.464,179.464,175.443,171.421,167.399,163.378,159.356,153.687,148.019,142.35,136.681,131.013,129.093,127.172,125.252,123.332,121.412,
Mongolia,332.033,326.078,320.124,314.485,308.845,303.206,297.567,291.928,287.364,282.801,278.238,273.674,269.111,268.425,267.74,267.054,266.368,265.683,264.896,264.109,263.322,262.535,261.748,257.479,253.21,248.941,244.672,240.403,255.486,270.568,285.651,300.734,315.817,317.03,318.244,319.457,320.671,321.884,324.319,326.754,329.19,331.625,334.06,333.159,332.257,331.356,330.455,329.554,324.378,319.201,314.025,308.848,303.672,301.177,298.682,296.188,293.693,291.198,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,539.145,533.604,528.062,523.683,519.304,514.925,510.546,506.167,501.162,496.157,491.152,486.147,481.142,476.872,472.602,468.331,464.061,459.791,461.633,463.475,465.318,467.16,469.002,468.412,467.821,467.231,466.641,466.05,465.23,464.41,463.591,462.771,461.951,461.06,460.169,459.279,458.388,457.497,460.454,463.412,466.369,469.326,472.283,464.228,456.174,448.119,440.064,432.009,426.568,421.126,415.685,410.244,404.802,392.585,380.368,368.151,355.934,343.716,
Mauritania,426.875,419.128,411.381,405.529,399.676,393.823,387.97,382.118,377.214,372.311,367.407,362.504,357.6,352.324,347.047,341.771,336.495,331.218,324.183,317.147,310.111,303.076,296.04,291.86,287.68,283.5,279.32,275.139,272.979,270.818,268.657,266.496,264.335,263.068,261.801,260.534,259.267,258,257,256,255,254,253,250.8,248.6,246.4,244.2,242,239.6,237.2,234.8,232.4,230,228.695,227.389,226.084,224.778,223.473,
Mauritius,347.093,326.077,305.061,298.322,291.584,284.845,278.106,271.368,268.32,265.272,262.225,259.177,256.129,269.907,283.685,297.463,311.241,325.018,314.147,303.276,292.405,281.534,270.663,270.189,269.715,269.24,268.766,268.292,266.683,265.075,263.467,261.858,260.25,257.663,255.077,252.49,249.903,247.317,242.082,236.846,231.611,226.376,221.141,219.138,217.136,215.134,213.131,211.129,208.504,205.88,203.255,200.63,198.005,196.049,194.092,192.135,190.179,188.222,
Malawi,448.651,446.245,443.839,441.7,439.561,437.422,435.283,433.144,428.622,424.1,419.578,415.056,410.534,406.911,403.287,399.663,396.04,392.416,391.215,390.015,388.814,387.614,386.413,393.175,399.937,406.699,413.461,420.223,437.204,454.185,471.166,488.147,505.128,524.064,543,561.936,580.871,599.807,607.771,615.736,623.7,631.664,639.628,619.232,598.836,578.44,558.043,537.647,506.588,475.53,444.471,413.412,382.353,372.091,361.829,351.568,341.306,331.044,
Malaysia,286.653,280.701,274.748,271.502,268.256,265.01,261.764,258.518,255.436,252.354,249.272,246.19,243.108,240.19,237.271,234.353,231.435,228.517,225.747,222.978,220.209,217.439,214.67,212.059,209.448,206.837,204.227,201.616,199.133,196.649,194.166,191.683,189.2,186.876,184.552,182.228,179.904,177.581,175.391,173.201,171.011,168.821,166.631,167.156,167.682,168.207,168.732,169.258,168.078,166.898,165.719,164.539,163.36,161.653,159.946,158.239,156.532,154.826,
North America,229.6697901,223.4691522,226.3426839,229.7882045,228.5758571,229.2832681,232.6851866,230.9696691,236.1564997,234.8173926,232.2317625,227.6901519,227.7221466,224.6771932,216.6994974,209.9808743,204.0881989,200.3052287,196.6873068,192.6870398,191.8055171,187.0914221,180.0767291,176.5671919,174.3165245,174.4277463,174.0367715,172.0483982,171.6196173,170.1673367,167.4107944,165.8400053,163.7904708,165.4474807,163.8884413,161.9887541,153.4610228,145.3390828,141.4337133,140.6435329,139.561396,139.7455267,139.5365306,139.1194693,135.8811154,137.1097937,136.0792608,133.8140455,132.0108094,130.1228503,127.0982571,126.8792271,131.265,131.138,131.717,134.102,138.25,,
