Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Algeria,373.132,369.759,366.386,363.196,360.006,356.817,353.627,350.437,347.537,344.637,341.736,338.836,335.936,329.976,324.015,318.055,312.095,306.134,294.309,282.484,270.659,258.834,247.009,238.67,230.332,221.993,213.655,205.317,203.382,201.446,199.511,197.576,195.641,191.266,186.89,182.515,178.14,173.764,168.748,163.731,158.714,153.697,148.681,143.544,138.407,133.27,128.134,122.997,120.793,118.589,116.385,114.181,111.978,110.382,108.786,107.191,105.595,104,
East Asia & Pacific (excluding high income),461.7795939,458.4723296,455.4978525,426.9446654,398.4670816,370.0901842,341.7034408,313.3155846,301.2497605,289.1660445,277.0937576,265.039837,253.0647383,243.9285542,234.7826859,225.6029578,216.2840857,206.9026088,203.0721898,199.2964887,195.6099994,191.9833806,188.3708686,185.1941814,182.0654504,178.9565949,175.8552296,172.776805,172.146697,171.5271113,170.8980476,170.3312291,169.7044804,168.8863917,168.0832271,167.3199343,166.443548,165.6478879,161.899798,158.1313552,154.2949252,150.4395172,146.5067693,144.9074463,143.3359164,141.8279855,140.4201946,139.0583032,137.6233858,136.2215942,134.8415763,133.4674051,132.1061899,130.9664951,129.8369166,128.7177635,127.5832928,126.455242,
Early-demographic dividend,411.2743429,404.138863,396.3583609,388.4826614,380.6754212,372.9485149,365.2217587,357.5608623,351.0196761,344.4947624,337.4918719,331.4583362,324.9578413,320.5774311,316.1705651,311.718207,307.1488593,302.5025254,300.0665925,297.6971536,295.0077494,293.1693169,290.9565021,287.2186743,283.8714367,280.5281819,277.1641054,273.8058143,270.3419151,266.8560843,263.3006683,259.7923069,256.2610787,253.8675431,251.5293465,249.2287687,246.891131,244.5840239,243.0947624,241.5730364,240.0597274,238.4570674,236.8458941,234.1519599,231.4750731,228.8169529,226.1771715,223.5534226,220.6628826,217.7871079,214.9349887,212.0572574,209.1620555,206.6860738,204.2067375,201.7359599,199.2569241,197.0911403,
East Asia & Pacific,432.3854169,427.7585176,424.1954856,398.5242685,373.5669931,348.8774801,324.0102881,299.1915666,288.7110346,278.1031587,267.0549615,255.7520329,245.1145577,236.9336967,228.4494714,220.0869831,211.6254848,203.1498608,199.459793,195.8259458,192.3754363,188.91863,185.4478441,182.6728521,179.4793291,176.2166872,173.1057474,169.9415228,169.1802372,168.2083877,167.3044541,166.4480532,165.6865313,164.6737148,163.586626,162.8118811,161.6522638,160.6583264,157.3511189,153.8830628,150.0534148,146.3003512,142.4784395,140.9882337,139.3155098,137.9043294,136.2938105,134.8159585,133.3248869,131.9186624,130.4727473,129.2416588,127.5672068,126.3689876,125.2909786,124.5060946,123.3479952,124.9860386,
Europe & Central Asia (excluding high income),265.7465071,263.0531201,261.4221518,258.0399686,252.2496512,257.2972905,258.6840483,261.9654266,265.7185528,273.3006443,274.8303841,275.2936671,273.5223948,273.0714802,275.4676576,283.122552,285.1906432,291.245513,293.6047387,298.2235618,299.990329,297.1503523,292.802727,292.7441929,296.9509036,281.6186489,255.2395114,255.1380017,258.486597,269.3930621,277.7013192,284.6567604,305.8006302,339.5513843,359.6950655,356.4432578,340.0418884,323.8991875,315.5101323,327.4104947,336.5116063,337.1589082,339.6365614,340.6465612,336.667888,336.4183882,317.4028265,306.0536581,300.2166553,281.2633316,273.5836898,263.2971528,253.3298588,247.2163208,239.1745379,,,,
Europe & Central Asia,225.2661555,223.1920596,224.3446437,223.138587,217.4322946,220.3384089,219.8501932,221.6207562,223.8931212,230.1664303,228.4520958,229.7878346,227.9746553,227.7045062,228.0979659,232.743675,234.3911495,236.3291422,237.8313293,239.5163182,240.4700859,236.900991,233.1348422,233.5511288,234.6163916,226.539859,212.0908843,210.6421745,211.1430345,216.855034,214.6110069,217.8656531,225.2777409,238.5085613,246.0296224,243.6375016,233.7613567,224.1798233,218.9776529,223.3298796,225.3386699,224.105085,223.8572755,223.1081613,219.0017752,217.998861,208.4767968,202.3595338,198.2234126,188.3842049,183.2661145,176.3659009,170.326949,166.1567025,156.4391652,127.0580823,,,
Ecuador,296.714,288.06,279.405,276.968,274.531,272.094,269.657,267.22,264.745,262.27,259.796,257.321,254.846,251.458,248.071,244.683,241.295,237.907,234.422,230.937,227.453,223.968,220.483,217.785,215.087,212.389,209.692,206.994,206.128,205.262,204.397,203.531,202.665,203.044,203.423,203.802,204.181,204.56,203.364,202.169,200.974,199.778,198.583,195.346,192.109,188.871,185.634,182.397,179.733,177.069,174.406,171.742,169.078,166.646,164.215,161.783,159.351,156.919,
"Egypt, Arab Rep.",286.696,284.746,282.796,280.818,278.841,276.863,274.885,272.908,271.004,269.1,267.196,265.293,263.389,261.405,259.421,257.437,255.452,253.468,251.536,249.603,247.671,245.738,243.806,242.088,240.371,238.654,236.936,235.219,233.762,232.305,230.848,229.392,227.935,226.47,225.004,223.539,222.074,220.609,219.359,218.108,216.858,215.608,214.358,212.606,210.853,209.101,207.348,205.596,203.17,200.745,198.319,195.894,193.468,191.659,189.85,188.04,186.231,184.422,
Euro area,197.3245901,194.4276131,198.4558981,199.2552451,192.8120044,194.5189768,191.1724182,191.592053,191.3024039,196.3369411,188.62508,190.783723,188.573746,186.8538487,185.2820711,186.990157,186.431526,182.6508344,181.1644209,179.0279343,177.3011591,174.2534092,170.6407898,171.3942395,168.208205,165.6158249,161.0792534,157.8437275,155.7762766,155.4792348,155.3093835,155.2709799,152.0623206,150.3913679,148.4258856,145.9842253,141.5511482,135.9176748,132.5921017,130.4368136,128.0032231,126.0298332,123.8055903,121.6745758,116.3135299,114.6176509,111.8893099,109.5803929,106.6827664,104.2786749,101.3806173,98.42623954,95.67414738,92.79739089,89.40745757,93.22799797,,,
Eritrea,499.057,491.373,483.689,478.969,474.249,469.528,464.808,460.088,457.071,454.053,451.036,448.019,445.001,441.913,438.825,435.736,432.648,429.559,427.647,425.736,423.824,421.912,420,418.06,416.121,414.181,412.242,410.302,408.334,406.365,404.397,402.428,400.46,399.086,397.712,396.338,394.964,393.59,397.069,400.547,404.025,407.504,410.982,398.13,385.277,372.425,359.573,346.72,339.521,332.321,325.122,317.923,310.724,304.685,298.647,292.609,286.57,280.532,
Spain,178.114,172.224,175.85,175.981,170.817,167.692,168.584,167.034,163.38,172.416,164.68,170.39,158.623,162.687,160.711,158.948,157.188,153.285,152.933,149.857,145.031,143.009,138.08,139.023,139.805,141.379,138.158,138.56,142.042,145.002,144.769,146.386,143.36,139.883,137.579,137.928,135.784,125.842,121.282,122.004,118.721,116.551,114.494,113.835,109.517,107.352,103.369,100.531,96.788,92.228,88.989,85.896,83.203,79.558,77.498,76.998,74.537,,
Estonia,244.737,239.289,235.886,244.936,235.558,231.587,234.206,242.848,246.607,259.218,256.377,260.265,271.554,258.262,261.686,280.77,286.99,283.72,303.158,310.457,303.052,307.545,297.974,306.578,305.903,295.567,260.958,262.271,266.357,271.676,300.013,316.458,323.353,363.257,412.734,390.308,332.11,329.686,342.904,317.751,308.009,325.356,312.834,292.249,288.777,274.185,272.526,276.966,243.48,229.24,203.039,203.78,198.315,169.327,181.112,169.877,168.184,154.542,
Ethiopia,499.054,491.369,483.683,478.963,474.243,469.523,464.803,460.083,456.832,453.581,450.33,447.079,443.828,442.125,440.422,438.719,437.015,435.312,436.97,438.629,440.287,441.945,443.603,438.296,432.988,427.68,422.372,417.064,415.954,414.844,413.734,412.624,411.514,412.38,413.245,414.111,414.976,415.842,413.518,411.194,408.87,406.546,404.222,388.956,373.691,358.426,343.16,327.895,315.268,302.642,290.016,277.39,264.764,259.894,255.024,250.154,245.285,240.415,
European Union,193.9656978,191.8379222,194.5634136,194.7885391,189.4350685,190.4017743,188.3941654,188.9312145,189.296688,193.8035275,188.8171919,190.6750937,188.5083497,188.1081031,186.7909789,188.6546427,189.7204617,188.0857377,188.6911067,187.8527073,188.0691853,184.0612972,181.3095578,182.5406217,181.0268532,179.9563382,176.8088564,174.0652021,172.1665972,173.1183188,170.7850861,171.1739984,168.5267631,166.2098886,164.1701257,162.5246375,157.8419891,153.5648405,150.366482,148.0221142,143.8567605,140.9325539,138.2670474,135.9603564,131.6394288,129.8529427,127.7332583,125.466432,122.2723,119.1844871,115.5878361,110.824863,107.5101534,104.5701603,100.9611701,105.1182825,,,
Fragile and conflict affected situations,484.6573679,478.9738693,473.4291943,466.4993549,459.5591071,452.5588957,445.4722977,438.337952,432.4873032,426.6881446,420.9663186,415.2028895,409.4865679,404.4318744,399.4489087,394.5327555,389.6390896,384.8300525,383.3774789,381.87689,380.3032047,378.4347091,376.5009374,370.8040312,365.1515375,359.5751249,353.9680218,348.4453317,346.7601733,345.2056684,342.6559198,341.2304011,339.7829464,339.6637258,339.5383701,339.4087504,339.1327128,338.8800706,337.3635974,335.8713892,334.3709083,332.7781705,331.1310586,326.1866787,321.330822,316.5826373,311.8863824,307.2853761,303.3620633,299.5567627,295.7730241,291.8728369,287.7438971,283.4530357,279.2200561,275.0751303,271.0022594,267.0044821,
Finland,254.083,255.175,262.441,261.564,258.377,265.116,256.956,257.265,259.429,266.892,253.924,263.342,250.961,244.629,248.947,234.771,235.879,233.883,221.575,215.752,204.126,203.725,195.301,188.479,187.903,189.038,189.024,182.906,188.015,184.473,183.067,175.568,168.724,162.809,154.649,156.228,153.78,150.892,148.682,145.398,144.431,137.82,133.525,134.905,136.514,137.234,132.326,133.39,129.197,123.904,120.426,115.107,107.947,104.684,99.145,93.675,,,
Fiji,316.129,312.963,309.797,306.851,303.905,300.96,298.014,295.068,292.327,289.585,286.844,284.102,281.361,279.059,276.758,274.457,272.155,269.854,269.419,268.984,268.549,268.114,267.679,267.352,267.026,266.699,266.373,266.047,265.821,265.596,265.371,265.146,264.921,264.79,264.659,264.529,264.398,264.268,264.226,264.183,264.141,264.099,264.057,261.967,259.877,257.787,255.697,253.607,250.767,247.927,245.086,242.246,239.406,237.721,236.036,234.35,232.665,230.98,
France,217.036,214.39,219.341,222.354,212.061,217.864,212.846,213.778,213.054,217.929,204.659,208.875,209.243,206.228,204.52,205.232,207.233,201.006,198.331,198.265,195.909,192.75,191.696,190.313,187.453,185.106,181.793,174.992,172.562,171.342,167.565,165.877,163.67,162.367,159.833,156.402,152.142,146.084,143.194,141.157,138.639,138.186,136.68,134.868,126.87,126.589,123.283,120.77,118.248,118.419,115.675,112.591,109.097,105.322,100.472,101.499,97.657,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",304.969,300.41,295.85,291.276,286.701,282.126,277.551,272.977,268.2,263.424,258.647,253.871,249.094,244.355,239.616,234.876,230.137,225.398,224.113,222.827,221.542,220.257,218.971,217.644,216.316,214.989,213.661,212.333,211.016,209.699,208.382,207.065,205.748,204.421,203.095,201.769,200.443,199.116,198.116,197.115,196.115,195.114,194.113,192.574,191.034,189.495,187.955,186.416,186.017,185.618,185.22,184.821,184.422,183.286,182.149,181.012,179.876,178.739,
Gabon,486.382,482.956,479.529,470.193,460.858,451.522,442.187,432.851,424.433,416.015,407.596,399.178,390.76,382.686,374.613,366.539,358.466,350.393,342.179,333.966,325.753,317.539,309.326,302.522,295.717,288.912,282.108,275.303,276.384,277.465,278.545,279.626,280.707,286.799,292.892,298.984,305.077,311.169,315.376,319.583,323.79,327.997,332.204,325.859,319.514,313.17,306.825,300.48,294.792,289.104,283.415,277.727,272.038,267.236,262.434,257.632,252.83,248.028,
United Kingdom,186.211,188.075,187.241,189.592,184.218,183.972,184.217,176.861,179.013,182.491,180.28,176.118,179.238,179.114,176.043,171.309,171.754,166.946,168.413,168.58,161.793,157.789,153.708,149.983,145.223,143.619,141.297,137.5,134.77,130.522,129.27,126.785,122.738,122.623,118.108,118.726,116.981,114.328,113.608,112.402,108.445,107.221,105.896,103.807,99.554,97.444,99.258,97.559,96.722,94.258,91.112,87.285,83.932,85.193,83.909,84.738,86.107,,
Georgia,305.978,299.578,293.178,287.607,282.036,276.465,270.894,265.323,261.752,258.18,254.609,251.038,247.466,242.944,238.421,233.899,229.377,224.854,225.28,225.706,226.132,226.558,226.984,224.664,222.343,220.023,217.702,215.382,216.334,217.285,218.237,219.189,220.141,218.131,216.122,214.112,212.103,210.094,205.8,201.506,197.213,192.919,188.625,193.298,197.97,202.643,207.315,211.988,216.527,221.066,225.605,230.144,234.683,231.962,229.241,226.521,223.8,221.079,
Ghana,407.569,403.381,399.193,396.084,392.975,389.866,386.757,383.648,382.112,380.576,379.041,377.505,375.969,372.822,369.675,366.529,363.382,360.235,357.128,354.021,350.914,347.807,344.7,339.725,334.75,329.775,324.8,319.825,315.023,310.22,305.418,300.616,295.813,300.117,304.421,308.725,313.029,317.334,317.91,318.487,319.064,319.641,320.218,312.927,305.637,298.347,291.057,283.767,281.813,279.86,277.907,275.953,274,270.769,267.537,264.306,261.074,257.843,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,535.668,532.084,528.5,525.665,522.831,519.996,517.161,514.327,510.697,507.067,503.438,499.808,496.178,489.569,482.961,476.352,469.743,463.134,454.172,445.21,436.248,427.286,418.324,401.622,384.919,368.216,351.514,334.811,325.1,315.39,305.679,295.968,286.257,291,295.743,300.485,305.228,309.97,317.713,325.456,333.199,340.942,348.685,343.948,339.211,334.474,329.737,325,318.8,312.6,306.4,300.2,294,287.925,281.85,275.775,269.7,263.625,
"Gambia, The",578.819,575.67,572.521,568.008,563.496,558.984,554.472,549.959,537.932,525.905,513.878,501.851,489.824,478.838,467.853,456.868,445.883,434.897,425.199,415.5,405.801,396.103,386.404,379.227,372.051,364.874,357.698,350.521,349.66,348.8,347.939,347.078,346.217,344.114,342.012,339.91,337.807,335.705,332.588,329.472,326.356,323.239,320.123,317.941,315.758,313.576,311.394,309.212,306.769,304.327,301.885,299.442,297,294.392,291.785,289.177,286.57,283.962,
Guinea-Bissau,503.834,499.665,495.495,490.047,484.598,479.15,473.702,468.253,463.2,458.146,453.093,448.039,442.986,437.751,432.516,427.282,422.047,416.813,412.357,407.902,403.446,398.99,394.535,390.755,386.976,383.196,379.416,375.637,371.352,367.068,362.783,358.498,354.214,349.786,345.358,340.93,336.502,332.075,327.751,323.427,319.104,314.78,310.457,312.092,313.727,315.363,316.998,318.634,316.606,314.578,312.55,310.521,308.493,304.355,300.216,296.077,291.939,287.8,
Equatorial Guinea,520.91,517.369,513.828,510.348,506.868,503.389,499.909,496.429,492.88,489.332,485.783,482.234,478.685,475.255,471.825,468.395,464.965,461.535,453.788,446.041,438.294,430.547,422.8,419.239,415.679,412.118,408.557,404.997,400.989,396.981,392.973,388.965,384.958,380.463,375.969,371.474,366.98,362.486,360.554,358.622,356.69,354.758,352.826,353.282,353.738,354.194,354.65,355.107,353.751,352.395,351.039,349.683,348.328,348.516,348.704,348.893,349.081,349.269,
Greece,204.23,196.938,189.647,188.705,187.764,186.823,185.881,184.94,182.531,180.122,177.712,175.303,172.894,171.737,170.58,169.423,168.266,167.109,164.53,161.952,159.374,156.796,154.218,151.683,149.149,146.614,144.079,141.544,136.909,132.274,127.639,123.004,118.369,118.324,118.279,118.235,118.19,118.145,117.103,116.061,115.019,113.977,112.934,112.433,111.932,111.431,110.93,110.429,109.408,108.386,107.364,106.343,105.321,101.218,97.114,93.011,88.907,84.804,
Grenada,279.314,277.893,276.471,275.135,273.799,272.463,271.127,269.79,268.535,267.279,266.024,264.768,263.512,262.325,261.137,259.949,258.762,257.574,256.448,255.322,254.196,253.071,251.945,250.88,249.815,248.75,247.685,246.62,245.603,244.586,243.568,242.551,241.534,240.567,239.6,238.633,237.666,236.698,233.836,230.974,228.112,225.25,222.388,219.483,216.578,213.673,210.769,207.864,204.139,200.415,196.69,192.966,189.241,187.843,186.445,185.046,183.648,182.25,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9038586,280.944456,273.8119942,261.0316967,,,,,,,,,,,,,,,,,
Guatemala,389.478,384.852,380.225,374.507,368.79,363.072,357.355,351.637,346.9,342.163,337.426,332.688,327.951,328.282,328.613,328.944,329.275,329.605,329.715,329.825,329.935,330.045,330.155,327.809,325.462,323.116,320.769,318.423,315.609,312.796,309.983,307.17,304.356,299.132,293.907,288.683,283.458,278.234,273.947,269.661,265.375,261.089,256.802,254.168,251.533,248.898,246.264,243.629,239.142,234.654,230.167,225.68,221.193,218.781,216.369,213.958,211.546,209.134,
Guam,281.008,275.305,269.602,264.471,259.34,254.21,249.079,243.949,239.437,234.925,230.413,225.901,221.389,217.291,213.192,209.094,204.996,200.897,197.278,193.659,190.039,186.42,182.801,179.419,176.036,172.654,169.272,165.889,162.866,159.843,156.819,153.796,150.772,147.014,143.256,139.498,135.74,131.982,127.933,123.884,119.834,115.785,111.736,109.287,106.839,104.39,101.942,99.494,96.2,92.907,89.614,86.32,83.027,81.064,79.101,77.138,75.175,73.212,
Guyana,316.53,314.425,312.321,310.33,308.34,306.35,304.36,302.37,301.779,301.188,300.597,300.007,299.416,299.41,299.404,299.398,299.392,299.386,299.38,299.375,299.369,299.363,299.357,300.809,302.261,303.713,305.165,306.616,306.084,305.552,305.02,304.488,303.956,301.191,298.425,295.66,292.895,290.13,287.479,284.828,282.177,279.526,276.875,274.336,271.797,269.257,266.718,264.178,261.748,259.317,256.887,254.456,252.025,250.704,249.382,248.061,246.739,245.418,
High income,217.871887,214.4255303,216.0854375,215.8156915,212.0332779,212.0471368,211.0209806,209.6703417,210.9403041,212.2345821,208.847524,206.735047,204.9428016,203.0410695,198.7220275,196.4408593,194.0851228,191.1012355,189.3091508,186.6839407,185.5031742,181.5808864,177.1979091,176.1422705,173.5181183,171.6167779,169.0345608,166.0099333,164.2300536,162.8871567,160.8400379,159.7244001,157.1402799,155.507341,153.0783678,151.2539072,145.638332,140.4880914,137.8438674,136.2110639,133.0611968,130.9838414,128.9747477,127.5094715,123.9335345,123.1536264,121.0162697,118.6957987,116.2721144,113.9734943,111.0043659,109.3262136,107.4671688,105.6834564,103.9080984,106.1122809,107.7231273,,
"Hong Kong SAR, China",243.478,237.473,231.469,226.547,221.626,216.704,211.783,206.861,204.317,201.773,199.23,196.686,194.142,189.296,184.451,179.606,174.76,169.915,165.062,160.209,155.357,150.504,145.651,141.516,137.38,133.245,129.11,124.974,122.676,120.377,118.078,115.78,113.481,110.056,106.632,103.207,99.782,96.358,94.193,92.029,89.865,87.701,85.537,83.649,81.761,79.874,77.986,76.098,75.134,74.169,73.205,72.241,71.276,70.191,69.105,68.02,66.934,65.849,
Honduras,409.551,402.187,394.822,388.992,383.162,377.332,371.502,365.672,360.05,354.429,348.808,343.187,337.566,332.303,327.041,321.779,316.516,311.254,304.857,298.461,292.064,285.668,279.272,272.742,266.213,259.683,253.154,246.624,242.806,238.988,235.17,231.352,227.533,223.298,219.063,214.827,210.592,206.357,204.072,201.788,199.504,197.22,194.935,193.111,191.286,189.461,187.637,185.812,184.052,182.292,180.532,178.772,177.012,175.653,174.294,172.935,171.576,170.217,
Heavily indebted poor countries (HIPC),485.7387649,480.7826765,475.8279846,471.2730989,466.7528616,462.2706069,457.7605625,453.2918117,448.6360985,444.0078397,439.4011575,434.7570589,430.1310549,425.9098496,421.7044577,417.5106776,413.302662,409.1031324,406.254853,403.3768334,400.4695272,397.4967183,394.5358092,392.97885,391.5037926,390.1184353,388.7514443,387.4811385,390.221805,393.0369751,395.8208391,398.3096391,400.5035172,401.3533812,402.3584621,403.526768,404.7701954,406.0940941,403.4488107,400.8405254,398.2366984,395.5532944,392.8391111,382.5096524,372.2116693,361.9525897,351.7597518,341.5852489,333.9856009,326.3723351,318.73421,311.0167889,303.276277,297.4735502,291.6964016,285.9487585,280.2212622,274.5086284,
Croatia,266.454,265.985,265.517,265.051,264.586,264.121,263.655,263.19,261.651,260.112,258.573,257.034,255.495,254.699,253.902,253.106,252.31,251.514,249.437,247.36,245.283,243.206,241.129,237.164,233.2,229.236,225.272,221.308,219.392,217.476,215.56,213.644,211.729,205.239,198.75,192.26,185.771,179.282,177.724,176.167,174.609,173.052,171.494,167.275,163.056,158.838,154.619,150.4,147.993,145.585,143.178,140.771,138.363,136.263,134.162,132.062,129.961,127.861,
Haiti,438.434,434.965,431.497,428.189,424.881,421.574,418.266,414.958,412.191,409.425,406.658,403.892,401.125,396.624,392.123,387.622,383.121,378.619,376.074,373.529,370.985,368.44,365.895,364.081,362.268,360.454,358.641,356.828,355.159,353.49,351.821,350.152,348.483,347.03,345.578,344.126,342.673,341.221,340.027,338.834,337.64,336.446,335.253,329.852,324.451,319.049,313.648,308.247,303.291,298.334,293.377,288.42,283.463,280.515,277.567,274.619,271.672,268.724,
Hungary,188.825,180.848,189.925,186.217,181.449,182.621,176.357,184.688,190.728,193.371,199.399,207.104,202.01,202.101,208.94,213.849,215.935,222.5,239.469,246.615,263.226,271.782,270.435,288.808,291.369,291.392,289.983,283.412,278.613,298.822,305.087,306.528,325.073,328.648,326.483,317.913,296.354,287.483,292.771,290.064,271.44,260.615,259.032,257.047,252.792,256.342,249.886,245.63,233.087,228.461,218.943,206.225,195.724,182.243,179.963,177.627,172.279,168.058,
IBRD only,413.362271,407.7857608,402.6293935,385.5796326,368.2144747,352.6569404,336.5718946,320.8838219,313.0111138,305.7468675,297.4990727,289.2653902,280.4734217,274.4942111,268.7413402,263.9467348,258.2823721,253.0708431,251.8013791,250.6861064,249.4444061,247.0640277,244.705148,241.8214369,239.539339,234.8930734,228.9155135,226.0641427,224.3461454,223.6468631,222.5658421,221.4583513,221.5424336,223.2246567,223.5251561,221.4689694,217.7937881,214.3968464,210.9213905,209.4802792,207.501233,204.7060588,202.0454531,200.1023693,197.7954255,195.88871,192.3644991,189.6042318,187.2020519,183.6698239,181.1782219,178.3405978,175.7151006,173.5954321,170.6546273,164.1922659,162.4729432,160.6356803,
IDA & IBRD total,417.7141411,412.2068009,407.038656,391.9042904,376.5191041,362.6399233,348.2874021,334.2532614,326.8995995,320.0618899,312.4201301,304.7688871,296.6787991,291.0851795,285.6863214,281.0866078,275.7018835,270.6822876,268.8470923,267.1581148,265.3862634,262.6314551,259.9083296,257.1552683,254.9373024,250.7711462,245.4926301,242.8610004,241.6822242,241.394254,240.818257,240.238767,240.6446995,242.2888535,242.8102337,241.4124631,238.6046259,236.0670875,233.0717424,231.7497166,229.9875302,227.5411835,225.2113543,222.5139112,219.5227877,216.8620163,212.8839355,209.5302439,206.7908875,203.1611991,200.3801779,197.326987,194.4107786,192.1848366,189.4598019,184.3181035,182.4149519,180.5818209,
IDA total,440.374929,434.9703553,429.5602483,424.0956012,418.6772509,413.3103294,407.8341023,402.4115506,398.0097539,393.655765,389.3360887,384.9875612,380.704743,377.1824631,373.6169768,369.9507073,365.9912596,361.8384059,356.9238774,352.1100597,347.4093058,342.7400333,338.0849991,335.8425968,333.6833708,331.6244456,329.581302,327.6655603,328.6890082,329.7959559,330.9154583,331.9830709,332.9492941,333.3823191,333.8867672,334.4465837,334.8773533,335.3416567,333.4885486,331.6722354,329.8703585,328.0093766,326.1708366,319.2722122,312.4228877,305.6283224,298.8411987,292.1131335,287.0592539,282.0564793,277.0461005,271.9693192,266.8450563,263.0937573,259.3570863,255.6375425,251.8970345,248.1662206,
IDA blend,421.7130263,415.4020228,409.129669,403.6579616,398.1966479,392.7379419,387.1752788,381.6381682,376.1514605,370.6658779,365.1673919,359.5371266,353.9047624,349.4821815,345.088758,340.7295317,336.3237773,331.9664469,328.3304756,324.6631141,320.945208,316.9883998,312.9974987,311.8859467,310.8530383,309.9329038,309.1411989,308.4833281,311.0234489,313.6474909,316.2821723,318.997718,321.6825048,324.625962,327.5750163,330.5048053,333.158233,335.7736475,335.7998863,335.8034808,335.7292368,335.4672959,335.1679616,328.4701437,321.8419179,315.3091847,308.7806501,302.3796244,296.5753919,290.8449014,285.0983763,279.456903,273.8987314,271.0907025,268.3369177,265.6472037,262.9422772,260.2938207,
Indonesia,297.329,294.252,291.175,288.234,285.293,282.351,279.41,276.468,273.386,270.303,267.221,264.138,261.055,256.92,252.785,248.65,244.515,240.38,236.647,232.914,229.18,225.447,221.714,221.234,220.754,220.274,219.794,219.313,218.347,217.38,216.413,215.446,214.479,213.386,212.293,211.201,210.108,209.015,210.6,212.185,213.77,215.356,216.941,217.176,217.412,217.647,217.883,218.119,216.474,214.829,213.184,211.539,209.894,208.417,206.941,205.464,203.988,202.511,
IDA only,449.8030761,444.8493936,439.8703497,434.4031951,428.9933127,423.6509758,418.2013323,412.8125375,408.9270801,405.114991,401.3673533,397.6754269,394.0916285,391.0543838,387.949758,384.6883885,381.0329621,377.0723787,371.5937947,366.2706824,361.1287574,356.1473091,351.1882373,348.3840546,345.6561976,343.016168,340.3368257,337.7727,338.0041226,338.3127151,338.6340167,338.8125425,338.8593174,337.9649742,337.1834038,336.5022722,335.7747536,335.1158599,332.2787022,329.5069808,326.7946251,324.090195,321.4367869,314.4253893,307.4521983,300.5126194,293.579541,286.6709041,282.0093918,277.3882581,272.7615738,267.9854494,263.0943377,258.8440236,254.5895489,250.3309653,246.0542613,241.7664665,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,480.877,470.194,459.511,447.977,436.444,424.91,413.377,401.843,391.256,380.67,370.083,359.496,348.91,342.633,336.357,330.081,323.805,317.528,314.34,311.152,307.964,304.776,301.588,299.782,297.977,296.171,294.365,292.559,288.836,285.113,281.39,277.667,273.944,270.687,267.43,264.173,260.917,257.66,255.144,252.628,250.112,247.597,245.081,242.178,239.276,236.373,233.47,230.568,228.798,227.028,225.258,223.488,221.719,219.359,217,214.641,212.282,209.923,
Ireland,173.741,181.021,181.934,177.799,182.654,177.867,179.381,171.271,177.153,179.396,184.105,175.363,184.682,187.241,184.816,177.648,175.335,171.67,182.19,178.889,175.559,169.445,162.933,166.045,157.017,154.834,148.801,145.221,138.007,137.782,132.617,132.861,128.184,129.123,121.704,125.221,123.106,122.364,123.368,121.392,119.257,112.27,113.357,102.25,101.714,90.906,94.661,93.919,90.364,92.992,86.762,86.643,83.957,84.25,80.92,,,,
"Iran, Islamic Rep.",359.061,357.53,355.999,354.435,352.871,351.307,349.743,348.179,345.11,342.041,338.972,335.903,332.834,328.221,323.607,318.994,314.381,309.767,365.004,420.241,475.478,530.714,585.951,546.397,506.843,467.289,427.735,388.181,351.776,315.371,278.966,242.56,206.155,201.793,197.431,193.069,188.707,184.345,181.922,179.499,177.077,174.654,172.231,171.122,170.013,168.903,167.794,166.685,154.867,143.049,131.23,119.412,107.594,105.633,103.671,101.71,99.748,97.787,
Iraq,348.36,334.67,320.98,312.738,304.496,296.254,288.012,279.77,276.06,272.35,268.64,264.93,261.22,260.074,258.928,257.782,256.636,255.49,295.435,335.379,375.324,415.268,455.213,422.218,389.224,356.229,323.235,290.24,278.181,266.121,254.061,242.002,229.942,222.879,215.816,208.754,201.691,194.628,195.76,196.892,198.024,199.156,200.288,208.076,215.865,223.653,231.442,239.231,231.449,223.667,215.885,208.103,200.321,198.894,197.466,196.039,194.611,193.184,
